LS	203107
TO	203097
VBN	203081
''	203083
WP	203087
UH	203122
VBG	203078
JJ	203086
VBZ	203088
VBP	203084
NN	203093
DT	203089
PRP	203098
:	203101
WP$	203115
NNPS	203117
PRP$	203077
WDT	203085
VB	203104
.	203096
,	203095
#	203090
``	203080
$	203092
RB	203099
RBR	203110
RBS	203109
VBD	203079
IN	203114
-NONE-	203112
RP	203091
JJR	203120
JJS	203119
PDT	203108
MD	203116
POS	203082
WRB	203105
-LRB-	203100
NNP	203103
EX	203113
NNS	203102
SYM	203121
CC	203106
CD	203111
FW	203094
-RRB-	203118
